code,province_code,name,latitude,longitude
3201,32,"Kab. Bogor",-6.5597974841802,106.76704664852
3202,32,"Kab. Sukabumi",-7.0763182696581,106.70756920024
3203,32,"Kab. Cianjur",-7.1308892876439,107.15920189007
3204,32,"Kab. Bandung",-7.0975880232763,107.60872729838
3205,32,"Kab. Garut",-7.3594474151741,107.78793765042
3206,32,"Kab. Tasikmalaya",-7.4967358506542,108.14156672114
3207,32,"Kab. Ciamis",-7.2902499242347,108.42864523571
3208,32,"Kab. Kuningan",-7.0033792809288,108.55981098532
3209,32,"Kab. Cirebon",-6.7462212806523,108.55215665975
3210,32,"Kab. Majalengka",-6.8150844558348,108.25719365363
3211,32,"Kab. Sumedang",-6.8247480183536,107.98127183168
3212,32,"Kab. Indramayu",-6.4474875434739,108.16902667218
3213,32,"Kab. Subang",-6.4846429896221,107.73183253453
3214,32,"Kab. Purwakarta",-6.5952596760715,107.43077599409
3215,32,"Kab. Karawang",-6.2522827182467,107.3542921154
3216,32,"Kab. Bekasi",-6.2197473076874,107.12171204227
3217,32,"Kab. Bandung Barat",-6.890437540721,107.41498197504
3218,32,"Kab. Pangandaran",-7.6356411221581,108.51859098997
3271,32,"Kota Bogor",-6.5934893945572,106.7993562459
3272,32,"Kota Sukabumi",-6.9399388199685,106.92435699625
3273,32,"Kota Bandung",-6.9192413811501,107.63660062704
3274,32,"Kota Cirebon",-6.741718862663,108.5533057192
3275,32,"Kota Bekasi",-6.2808335527536,106.97536610721
3276,32,"Kota Depok",-6.396203965197,106.81683662886
3277,32,"Kota Cimahi",-6.886318982932,107.54289593466
3278,32,"Kota Tasikmalaya",-7.3605265931657,108.2191225564
3279,32,"Kota Banjar",-7.3769887499211,108.56720461754
