code,province_code,name,latitude,longitude
6301,63,"Kab. Tanah Laut",-3.8192252913431,114.90532554997
6302,63,"Kab. Kotabaru",-2.9847146871996,116.06317722619
6303,63,"Kab. Banjar",-3.3204891607981,115.07991110674
6304,63,"Kab. Barito Kuala",-3.0912037800192,114.63022057502
6305,63,"Kab. Tapin",-2.921620499819,115.0451293491
6306,63,"Kab. Hulu Sungai Selatan",-2.7292167628458,115.20550739194
6307,63,"Kab. Hulu Sungai Tengah",-2.6093699170404,115.47865770819
6308,63,"Kab. Hulu Sungai Utara",-2.4392620353096,115.15127089151
6309,63,"Kab. Tabalong",-1.8619462509771,115.50006464868
6310,63,"Kab. Tanah Bumbu",-3.4397127507935,115.6471399578
6311,63,"Kab. Balangan",-2.3178342919242,115.62277318472
6371,63,"Kota Banjarmasin",-3.3291214795875,114.59179868498
6372,63,"Kota Banjarbaru",-3.4747673377542,114.79117548121
