code,regency_code,province_code,name,latitude,longitude,coordinates
360115,3601,36,Cipeucang,,,null
360425,3604,36,Kopo,,,null
367204,3672,36,Ciwandan,,,null
367406,3674,36,Pamulang,,,null
360110,3601,36,Bojong,,,null
360112,3601,36,Labuan,,,null
360206,3602,36,Leuwidamar,,,null
360330,3603,36,"Sepatan Timur",,,null
360415,3604,36,Cikande,,,null
360424,3604,36,Pamarayan,,,null
360211,3602,36,Cimarga,,,null
360307,3603,36,Kronjo,,,null
360315,3603,36,Pakuhaji,,,null
367101,3671,36,Tangerang,,,null
360106,3601,36,Panimbang,,,null
360216,3602,36,Cijaku,,,null
360221,3602,36,Wanasalam,,,null
360411,3604,36,Kragilan,,,null
360428,3604,36,Pabuaran,,,null
360126,3601,36,Cikedal,,,null
360121,3601,36,Pandeglang,,,null
367106,3671,36,Ciledug,,,null
367208,3672,36,Citangkil,,,null
360317,3603,36,Curug,,,null
360417,3604,36,Carenang,,,null
367102,3671,36,Jatiuwung,,,null
367203,3672,36,Pulomerak,,,null
367403,3674,36,"Pondok Aren",,,null
360208,3602,36,Gunungkencana,,,null
360218,3602,36,Cibadak,,,null
367303,3673,36,Walantaka,,,null
360108,3601,36,Munjul,,,null
360117,3601,36,Mandalawangi,,,null
360125,3601,36,"Karang Tanjung",,,null
360135,3601,36,Sobang,,,null
360220,3602,36,Cilograng,,,null
360311,3603,36,Rajeg,,,null
360414,3604,36,Tanara,,,null
360418,3604,36,Binuang,,,null
360429,3604,36,Padarincang,,,null
367301,3673,36,Serang,,,null
367305,3673,36,"Cipocok Jaya",,,null
360205,3602,36,Muncang,,,null
360222,3602,36,Sobang,,,null
360329,3603,36,"Sindang Jaya",,,null
360422,3604,36,Baros,,,null
360434,3604,36,Bandung,,,null
367105,3671,36,Cipondoh,,,null
360223,3602,36,"Curug bitung",,,null
360228,3602,36,Cigemlong,,,null
360308,3603,36,Mauk,,,null
367401,3674,36,Serpong,,,null
360109,3601,36,Pagelaran,,,null
360120,3601,36,Banjar,,,null
360133,3601,36,Koroncong,,,null
360306,3603,36,Kresek,,,null
360310,3603,36,Sukadiri,,,null
367207,3672,36,Purwakarta,,,null
360319,3603,36,Panongan,,,null
367302,3673,36,Kasemen,,,null
360201,3602,36,Malingping,,,null
360312,3603,36,"Pasar Kemis",,,null
360413,3604,36,Tirtayasa,,,null
367109,3671,36,Cibodas,,,null
367306,3673,36,Taktakan,,,null
360105,3601,36,Cigeulis,,,null
360213,3602,36,Maja,,,null
360225,3602,36,Lebakgedong,,,null
360301,3603,36,Balaraja,,,null
360305,3603,36,Cisoka,,,null
360314,3603,36,Kosambi,,,null
360405,3604,36,Kramatwatu,,,null
360407,3604,36,Bojonegara,,,null
360113,3601,36,Menes,,,null
360114,3601,36,Saketi,,,null
360304,3603,36,Jambe,,,null
367104,3671,36,Benda,,,null
367402,3674,36,"Serpong Utara",,,null
360209,3602,36,Banjarsari,,,null
360227,3602,36,Cirinten,,,null
360316,3603,36,Sepatan,,,null
360332,3603,36,"Gunung Kaler",,,null
360427,3604,36,Ciomas,,,null
367202,3672,36,Cilegon,,,null
360212,3602,36,Sajira,,,null
360322,3603,36,Pagedangan,,,null
360420,3604,36,"Tunjung Teja",,,null
367113,3671,36,Larangan,,,null
367405,3674,36,"Ciputat Timur",,,null
360124,3601,36,Patia,,,null
360131,3601,36,Sindangresmi,,,null
360202,3602,36,Panggarangan,,,null
360431,3604,36,Cinangka,,,null
360102,3601,36,Cimanggu,,,null
360327,3603,36,Sukamulya,,,null
