code,province_code,name,latitude,longitude
3501,35,"Kab. Pacitan",-8.1249521197306,111.17808563916
3502,35,"Kab. Ponorogo",-7.9313279494472,111.49953043168
3503,35,"Kab. Trenggalek",-8.1606557123736,111.62732146475
3504,35,"Kab. Tulungagung",-8.1134710293661,111.88772275128
3505,35,"Kab. Blitar",-8.1310084426752,112.23722109651
3506,35,"Kab. Kediri",-7.8286934037898,112.089220748
3507,35,"Kab. Malang",-8.1259169937323,112.64091218224
3508,35,"Kab. Lumajang",-8.1254435930376,113.13849624514
3509,35,"Kab. Jember",-8.2351363868767,113.65595199686
3510,35,"Kab. Banyuwangi",-8.3646600483203,114.20589727389
3511,35,"Kab. Bondowoso",-7.9436858218785,113.94769821165
3512,35,"Kab. Situbondo",-7.8014385300427,114.0513640533
3513,35,"Kab. Probolinggo",-7.8664111098088,113.32023406481
3514,35,"Kab. Pasuruan",-7.7424309125118,112.83184410169
3515,35,"Kab. Sidoarjo",-7.4514728338648,112.7003027908
3516,35,"Kab. Mojokerto",-7.5506917534366,112.4844382563
3517,35,"Kab. Jombang",-7.5446348898594,112.2640849778
3518,35,"Kab. Nganjuk",-7.5974955792358,111.93854620724
3519,35,"Kab. Madiun",-7.6236158929334,111.64585875831
3520,35,"Kab. Magetan",-7.6633800366232,111.35743424446
3521,35,"Kab. Ngawi",-7.4388244037898,111.34341383305
3522,35,"Kab. Bojonegoro",-7.2555759041715,111.80986997601
3523,35,"Kab. Tuban",-6.9534129686812,111.89224221212
3524,35,"Kab. Lamongan",-7.1314105149892,112.30074592146
3525,35,"Kab. Gresik",-6.9262565323319,112.55864603415
3526,35,"Kab. Bangkalan",-7.04433615912,112.92953638361
3527,35,"Kab. Sampang",-7.0520244641321,113.25634302531
3528,35,"Kab. Pamekasan",-7.0652238931996,113.5040466553
3529,35,"Kab. Sumenep",-6.9663070609233,114.40313360696
3571,35,"Kota Kediri",-7.826370090104,112.01612339925
3572,35,"Kota Blitar",-8.0947667137154,112.16697121377
3573,35,"Kota Malang",-7.9783002917199,112.63590685473
3574,35,"Kota Probolinggo",-7.7738105286624,113.2054689416
3575,35,"Kota Pasuruan",-7.6495724367479,112.91000464212
3576,35,"Kota Mojokerto",-7.4713892372572,112.43750790606
3577,35,"Kota Madiun",-7.6294540613093,111.52726721368
3578,35,"Kota Surabaya",-7.2743228190035,112.72358412446
3579,35,"Kota Batu",-7.8346737976088,112.53375557411
