code,regency_code,province_code,name
520101,5201,52,Gerung
520102,5201,52,Kediri
520103,5201,52,Narmada
520107,5201,52,Sekotong
520108,5201,52,Labuapi
520109,5201,52,Gunungsari
520112,5201,52,Lingsar
520113,5201,52,Lembar
520114,5201,52,"Batu Layar"
520115,5201,52,Kuripan
520201,5202,52,Praya
520202,5202,52,Jonggat
520203,5202,52,Batukliang
520204,5202,52,Pujut
520205,5202,52,"Praya Barat"
520206,5202,52,"Praya Timur"
520207,5202,52,Janapria
520208,5202,52,Pringgarata
520209,5202,52,Kopang
520210,5202,52,"Praya Tengah"
520211,5202,52,"Praya Barat Daya"
520212,5202,52,"Batukliang Utara"
520301,5203,52,Keruak
520302,5203,52,Sakra
520303,5203,52,Terara
520304,5203,52,Sikur
520305,5203,52,Masbagik
520306,5203,52,Sukamulia
520307,5203,52,Selong
520308,5203,52,Pringgabaya
520309,5203,52,Aikmel
520310,5203,52,Sambelia
520311,5203,52,"Montong Gading"
520312,5203,52,Pringgasela
520313,5203,52,Suralaga
520314,5203,52,Wanasaba
520315,5203,52,Sembalun
520316,5203,52,Suwela
520317,5203,52,"Labuhan Haji"
520318,5203,52,"Sakra Timur"
520319,5203,52,"Sakra Barat"
520320,5203,52,Jerowaru
520321,5203,52,Lenek
520402,5204,52,Lunyuk
520405,5204,52,Alas
520406,5204,52,Utan
520407,5204,52,"Batu Lanteh"
520408,5204,52,Sumbawa
520409,5204,52,"Moyo Hilir"
520410,5204,52,"Moyo Hulu"
520411,5204,52,Ropang
520412,5204,52,Lape
520413,5204,52,Plampang
520414,5204,52,Empang
520417,5204,52,"Alas Barat"
520418,5204,52,"Labuhan Badas"
520419,5204,52,Labangka
520420,5204,52,Buer
520421,5204,52,Rhee
520422,5204,52,"Unter Iwes"
520423,5204,52,"Moyo Utara"
520424,5204,52,Maronge
520425,5204,52,Tarano
520426,5204,52,Lopok
520427,5204,52,Lenangguar
520428,5204,52,"Orong Telu"
520429,5204,52,Lantung
520501,5205,52,Dompu
520502,5205,52,Kempo
520503,5205,52,Hu'u
520504,5205,52,Kilo
520505,5205,52,Woja
520506,5205,52,Pekat
520507,5205,52,Manggalewa
520508,5205,52,Pajo
520601,5206,52,Monta
520602,5206,52,Bolo
520603,5206,52,Woha
520604,5206,52,Belo
520605,5206,52,Wawo
520606,5206,52,Sape
520607,5206,52,Wera
520608,5206,52,Donggo
520609,5206,52,Sanggar
520610,5206,52,Ambalawi
520611,5206,52,Langgudu
520612,5206,52,Lambu
520613,5206,52,Madapangga
520614,5206,52,Tambora
520615,5206,52,Soromandi
520616,5206,52,Parado
520617,5206,52,Lambitu
520618,5206,52,Palibelo
520701,5207,52,Jereweh
520702,5207,52,Taliwang
520703,5207,52,Seteluk
520704,5207,52,Sekongkang
520705,5207,52,"Brang Rea"
520706,5207,52,"Poto Tano"
520707,5207,52,"Brang Ene"
520708,5207,52,Maluk
520801,5208,52,Tanjung
520802,5208,52,Gangga
520803,5208,52,Kayangan
520804,5208,52,Bayan
520805,5208,52,Pemenang
527101,5271,52,Ampenan
527102,5271,52,Mataram
527103,5271,52,Cakranegara
527104,5271,52,Sekarbela
527105,5271,52,Selaprang
527106,5271,52,Sandubaya
527201,5272,52,"RasanaE Barat"
527202,5272,52,"RasanaE Timur"
527203,5272,52,Asakota
527204,5272,52,Raba
527205,5272,52,Mpunda
