code,province_code,name,latitude,longitude
3301,33,"Kab. Cilacap",-7.4889272895911,108.889838675
3302,33,"Kab. Banyumas",-7.4555085796903,109.17578818103
3303,33,"Kab. Purbalingga",-7.3232298619751,109.4072046977
3304,33,"Kab. Banjarnegara",-7.3513271020628,109.65705151499
3305,33,"Kab. Kebumen",-7.6549642699292,109.61735310996
3306,33,"Kab. Purworejo",-7.7003805518816,109.96612571433
3307,33,"Kab. Wonosobo",-7.4163023715459,109.90735494453
3308,33,"Kab. Magelang",-7.5017368911049,110.24721339288
3309,33,"Kab. Boyolali",-7.4165224434955,110.65249878352
3310,33,"Kab. Klaten",-7.685818105807,110.61945204176
3311,33,"Kab. Sukoharjo",-7.6808434999977,110.83483694546
3312,33,"Kab. Wonogiri",-7.9192851741673,110.9992131772
3313,33,"Kab. Karanganyar",-7.6141389704635,111.01924162577
3314,33,"Kab. Sragen",-7.3853368208606,110.97414413328
3315,33,"Kab. Grobogan",-7.1176368690591,110.92717766001
3316,33,"Kab. Blora",-7.0744383340175,111.38743501291
3317,33,"Kab. Rembang",-6.7751335384755,111.46151952053
3318,33,"Kab. Pati",-6.7433272540608,111.0422828132
3319,33,"Kab. Kudus",-6.790261256525,110.86990720123
3320,33,"Kab. Jepara",-6.5490034590176,110.76812946111
3321,33,"Kab. Demak",-6.9107740982652,110.63400470826
3322,33,"Kab. Semarang",-7.2708990936489,110.47350771477
3323,33,"Kab. Temanggung",-7.2576975219509,110.13630232356
3324,33,"Kab. Kendal",-7.0386945581643,110.15733769392
3325,33,"Kab. Batang",-7.0210015634639,109.86159308133
3326,33,"Kab. Pekalongan",-7.0570055158743,109.62050061294
3327,33,"Kab. Pemalang",-7.0368042460556,109.39517261663
3328,33,"Kab. Tegal",-7.0287754983723,109.15851536346
3329,33,"Kab. Brebes",-7.0627720511794,108.92952648131
3371,33,"Kota Magelang",-7.4765545103512,110.2201113974
3372,33,"Kota Surakarta",-7.5578939783961,110.82314485262
3373,33,"Kota Salatiga",-7.3376775615746,110.49837382368
3374,33,"Kota Semarang",-7.0238986053927,110.39152263162
3375,33,"Kota Pekalongan",-6.8934086822339,109.6771550861
3376,33,"Kota Tegal",-6.8691745589534,109.11574708743
