code,province_code,name,latitude,longitude
5301,53,"Kab. Kupang",-9.9160862167701,123.86145044416
5302,53,"Kab. Timor Tengah Selatan",-9.8292354912231,124.39709152942
5303,53,"Kab. Timor Tengah Utara",-9.3778666105191,124.56921631426
5304,53,"Kab. Belu",-9.1550984133899,124.96742242231
5305,53,"Kab. Alor",-8.3039150146746,124.56844814766
5306,53,"Kab. Flores Timur",-8.3651299994243,122.94448301608
5307,53,"Kab. Sikka",-8.609344971709,122.30665497468
5308,53,"Kab. Ende",-8.6763556935194,121.73544304526
5309,53,"Kab. Ngada",-8.664544007349,121.00156828858
5310,53,"Kab. Manggarai",-8.5688094623399,120.4010692154
5311,53,"Kab. Sumba Timur",-9.8778042077798,120.25476838481
5312,53,"Kab. Sumba Barat",-9.6414222593313,119.38338267777
5313,53,"Kab. Lembata",-8.3811716137658,123.54081786348
5314,53,"Kab. Rote Ndao",-10.725959995065,123.12444836807
5315,53,"Kab. Manggarai Barat",-8.6027167319309,119.98854525874
5316,53,"Kab. Nagekeo",-8.6897364075026,121.27320368591
5317,53,"Kab. Sumba Tengah",-9.5431650162661,119.66865013953
5318,53,"Kab. Sumba Barat Daya",-9.5341487481864,119.17734222578
5319,53,"Kab. Manggarai Timur",-8.5727888765058,120.68930688807
5320,53,"Kab. Sabu Raijua",-10.535687374038,121.84446825695
5321,53,"Kab. Malaka",-9.5242592355787,124.88844674207
5371,53,"Kota Kupang",-10.204506383995,123.60454402769
