code,province_code,name,latitude,longitude
1301,13,"Kab. Pesisir Selatan",-1.7382766750909,100.87925591356
1302,13,"Kab. Solok",-0.98357024919133,100.84128447775
1303,13,"Kab. Sijunjung",-0.69051317022808,101.09614998713
1304,13,"Kab. Tanah Datar",-0.4676489604068,100.58406134829
1305,13,"Kab. Padang Pariaman",-0.56499716615051,100.22793239467
1306,13,"Kab. Agam",-0.25187965743473,100.17088358946
1307,13,"Kab. Lima Puluh Kota",0.020345170548153,100.56965876313
1308,13,"Kab. Pasaman",0.39261729781918,100.08722090737
1309,13,"Kab. Kepulauan Mentawai",-1.8490641164973,99.336625948086
1310,13,"Kab. Dharmasraya",-1.1312305954682,101.55722214296
1311,13,"Kab. Solok Selatan",-1.4235916910333,101.26767927203
1312,13,"Kab. Pasaman Barat",0.20345132484373,99.6855025006
1371,13,"Kota Padang",-0.8988718499468,100.43764367053
1372,13,"Kota Solok",-0.78286700089698,100.62986603658
1373,13,"Kota Sawahlunto",-0.65269814556307,100.75440600181
1374,13,"Kota Padang Panjang",-0.47245437216216,100.4022956653
1375,13,"Kota Bukittinggi",-0.29958339277249,100.37253702334
1376,13,"Kota Payakumbuh",-0.2269853647263,100.63211796975
1377,13,"Kota Pariaman",-0.60859695368014,100.13810074979
